UPC,Description,Brand,NW Category,NW Subcategory,NW Sub Brand 1,NW Sub Brand 2,NW Sub Brand 3,Potency,FORM,AGE,GENDER,COMPANY,FUNCTIONAL INGREDIENT,HEALTH FOCUS,SIZE,HIGH LEVEL CATEGORY,NW_UPC,Unit of Measure,Pack Count,Organic,other ing. 2,other ing. 3,other ing. 4,other ing. 5,other ing. 6,other ing. 7,other ing. 8,other ing. 9,other ing. 10,other ing. 11,other ing. 12,other ing. 13,other ing. 14,other ing. 15,other ing. 16,other ing. 17,other ing. 18,other ing. 19,other ing. 20,Spare1,Spare2,Spare3,Spare4,Spare5
B09WD4T2S5,"dog recovery suit, after surgery wear for pets male female, professional dog onesie for surgery for abdominal wounds recovery shirt, substitute e-collar & cone large",karoku,REMOVE,,,,,,,,,karoku,,,,REMOVE,B09WD4T2S5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WDYDM2C,the man company charcoal soap with coconut detoxes & nourishes infused with charcoal & coconut toxin-free suitable for all skin types prevents dryness removes dead skin (100 g (pack of 2)),the man company,REMOVE,,,,,,,,,the man company,,,,REMOVE,B09WDYDM2C,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WG228ZB,ardor energy sparkling water tropical variety 12 pack with 100mg organic caffeine from green tea & 200mg organic l-theanine (focus & calm). no sugar. no calories. vegan. gluten free.,ardor,REMOVE,,,,,,,,,ardor,,,,REMOVE,B09WG228ZB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WG3N6YH,ardor energy sparkling water tropical mango 12 pack with 100mg organic caffeine from green tea & 200mg organic l-theanine (focus & calm). no sugar. no calories. vegan. gluten free.,ardor,REMOVE,,,,,,,,,ardor,,,,REMOVE,B09WG3N6YH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WG8JVQ6,ardor energy sparkling water vanilla blackberry 12 pack with 100mg organic caffeine from green tea & 200mg organic l-theanine (focus & calm). no sugar. no calories. vegan. gluten free.,ardor,REMOVE,,,,,,,,,ardor,,,,REMOVE,B09WG8JVQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WHLTWZQ,"fresnwel essential oil diffuser, portable aromatherapy oil diffuser cool mist humidifier,150ml aroma diffuser with 8 colors light, 3 timer, 21db ultra-quiet sleep mode, auto shut-off for home office",fresnwel,REMOVE,,,,,,,,,fresnwel,,,,REMOVE,B09WHLTWZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WHZPW42,stethoscope name tag personalized nurse gifts engraved name text id charm for nurse doctor medical students,dreamdecor,REMOVE,,,,,,,,,dreamdecor,,,,REMOVE,B09WHZPW42,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WJKRZM9,lavera firming day care - anti aging face cream with triple hyaluron & bakuchiol for smooth skin - anti wrinkle face cream - face moisturizer - peta certified - vegan - made in germany - 1.7 fl oz,lavera,REMOVE,,,,,,,,,lavera,,,,REMOVE,B09WJKRZM9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WLGKTLK,rib love the surf babe powder blue md,roxy,REMOVE,,,,,,,,,roxy,,,,REMOVE,B09WLGKTLK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WMN7P9D,"mdf black glitter blackout procardial cardiology stethoscope, lightweight titanium, black glitter tube, blackout chestpiece-headset +mdf pediatric and neonatal attachments with clip",mdf instruments,REMOVE,,,,,,,,,mdf instruments,,,,REMOVE,B09WMN7P9D,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WMQ42KM,"sisley paris all day all year - 50 ml - essential anti-aging moisturizer for stronger, younger-looking skin - non-shiny finish",sisley paris,REMOVE,,,,,,,,,sisley paris,,,,REMOVE,B09WMQ42KM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WRCVB65,"high potency hemp gummies 600,000mg extra strength -stress, sleep, mood, calming, focus, relaxation supplements, 100% natural hemp oil extract infused gummies, vegan, non-gmo, gluten-free",gornvb,REMOVE,,,,,,,,,gornvb,,,,REMOVE,B09WRCVB65,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WRPNDJ7,acqua di parma bergamotto di calabria bodylotion 150ml,acqua di parma,REMOVE,,,,,,,,,acqua di parma,,,,REMOVE,B09WRPNDJ7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WTKYLWS,"cerave healing ointment for cracked & chafed skin, 12oz",cera ve,REMOVE,,,,,,,,,cera ve,,,,REMOVE,B09WTKYLWS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WTMZ6KM,nutracreek quercetin supplement  1-2 month supply of quercetin 500mg with bromelain to help absorption. quercetin and bromelain for immune system support & seasonal support  60 capsules,nutracreek,HERBAL REMEDIES,SINGLES,,,,,CAPSULE,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,nutracreek,quercetin,"COUGH, COLD & FLU",1,PRIORITY VMS,B09WTMZ6KM,COUNT,60,NOT ORGANIC,bromelain,,,,,,,,,,,,,,,,,,,,,,,
B09WTT9842,buildmart - 60 plenum box for [60 linear slot diffuser - (3 slot) triple slot] premium insulated plenum box for heating and cooling - texas buildmart,buildmart,REMOVE,,,,,,,,,buildmart,,,,REMOVE,B09WTT9842,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WVLTG6B,"sphynx hairless cat four leg breathable summer spandex pajamas elastic pet clothes cat surgery recovery suit vest kitten t-shirts cats & small dogs apparel (countryside floras, m+ (7-8.6 lbs))",kitipcoo,REMOVE,,,,,,,,,kitipcoo,,,,REMOVE,B09WVLTG6B,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WVVHQGV,sanfe deep purifying nose strips for women - pack of 3 with fuji green tea & witch hazel extracts  removes whiteheads  blackheads and cleanses pores  use on nose,sanfe,REMOVE,,,,,,,,,sanfe,,,,REMOVE,B09WVVHQGV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WYDDWNL,"dermasence seborra beruhigende gelcreme mattierend, anti-irritativ und poren verfeinernd, 50 ml cream",dermasence,REMOVE,,,,,,,,,dermasence,,,,REMOVE,B09WYDDWNL,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WYGHQ11,roper ava tan 1 7.5 m,roper,REMOVE,,,,,,,,,roper,,,,REMOVE,B09WYGHQ11,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WYPZXW7,addi unicorn circular knitting needle 60cm (24in) - 6.50mm,addi,REMOVE,,,,,,,,,addi,,,,REMOVE,B09WYPZXW7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WZ5M7ZD,"crysalis sweet birch (betula lenta) oil 100% pure & natural undiluted essential oil organic standard/promotes skin toning, improve youthful look, help sagging skin -30ml with dropper",crysalis,REMOVE,,,,,,,,,crysalis,,,,REMOVE,B09WZ5M7ZD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WZTLQZF,mama manicini buffalo blue cheese panini,fresh prepared,REMOVE,,,,,,,,,fresh prepared,,,,REMOVE,B09WZTLQZF,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WZY9L8B,4 pack hemp oil - maximum strength,hmone,FATTY ACIDS,HEMP/CBD,,,,,LIQUID,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,hmone,hemp oil,PAIN & INFLAMMATION,4,PRIORITY VMS,B09WZY9L8B,UNKNOWN,UNKNOWN,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09X1YTYB4,roforofo fight (transparent orange & green vinyl),knitting factory records,REMOVE,,,,,,,,,knitting factory records,,,,REMOVE,B09X1YTYB4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X1YWYCY,"greater goods yoga ball anti-burst exercise ball for pilates, stability, pregnancy & workouts, includes pump, in multiple sizes and colors",greater goods,REMOVE,,,,,,,,,greater goods,,,,REMOVE,B09X1YWYCY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X2SSPQ1,"vitablosom liposomal fisetin 1000mg with quercetin 200mg supplement per serving-antioxidants for women,men,bioavailable polyphenols supplements non-gmo,non-gluten",vitablosom,HERBAL REMEDIES,FORMULAS,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,vitablosom,fisetin,BEAUTY,1,PRIORITY VMS,B09X2SSPQ1,UNKNOWN,UNKNOWN,NOT ORGANIC,quercetin,polyphenols,,,,,,,,,,,,,,,,,,,,,,
B09X337NPB,"newrgy dog tooth brushing kit,9pcs finger toothbrushes for dog teeth cleaning, soft silicone professional dog toothbrush & cat toothbrush for pets' dental care",newrgy,REMOVE,,,,,,,,,newrgy,,,,REMOVE,B09X337NPB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X3S6CMC,barsha luxo peak-pf peak aroma difusser(white),barsha,REMOVE,,,,,,,,,barsha,,,,REMOVE,B09X3S6CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X45L1KB,bedstu staple dark brown lg (36 waist),bed|stu,REMOVE,,,,,,,,,bed|stu,,,,REMOVE,B09X45L1KB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X45QQMH,bed|stu staple black lg (36 waist),bed|stu,REMOVE,,,,,,,,,bed|stu,,,,REMOVE,B09X45QQMH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X632C72,blush ruse - 18 inch long - soft body safe puria silicone double dong - slim 1.5 curved dildo - with ultrasilk for a satiny feel - pleasure for men women couples - hot pink,blush novelties,REMOVE,,,,,,,,,blush novelties,,,,REMOVE,B09X632C72,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X6Z7B7K,"cat recovery collar adjustable small dog cone anti-bite lick wound healing plastic e-collar (7, pink)",wiz bbqt,REMOVE,,,,,,,,,wiz bbqt,,,,REMOVE,B09X6Z7B7K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X6Z7GRW,"cat recovery collar adjustable small dog cone anti-bite lick wound healing plastic e-collar (7, blue)",wiz bbqt,REMOVE,,,,,,,,,wiz bbqt,,,,REMOVE,B09X6Z7GRW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X6ZCL5C,"cat recovery collar adjustable small dog cone anti-bite lick wound healing plastic e-collar (8, pink)",wiz bbqt,REMOVE,,,,,,,,,wiz bbqt,,,,REMOVE,B09X6ZCL5C,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X7JCK1W,wilderness athlete - hydrate & recover  liquid hydration packets electrolyte drink mix - recover faster with bcaas - hydrate packets with 1000mg of vitamin c - 30 single serving packets (peach),wilderness athlete,,,,,,,,,,wilderness athlete,,,,,B09X7JCK1W,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X7KSPHT,wilderness athlete - hydrate & recover  liquid hydration packets electrolyte drink mix - recover faster with bcaas - hydrate packets with 1000mg of vitamin c - 30 single serving packets (lemon lime),wilderness athlete,,,,,,,,,,wilderness athlete,,,,,B09X7KSPHT,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9DL6KW,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (2x-large (pack of 1), dinosaur)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9DL6KW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9DR4CT,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (5x-large, strawberry)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9DR4CT,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9DRFDP,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (x-large (pack of 1), dinosaur)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9DRFDP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9GC85R,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (4xl, strawberry)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9GC85R,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9H2RT8,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (4xl, dinosaur)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9H2RT8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9KGMDF,"dog recovery suit after surgery soft long sleeve neuter shirt cone alternatives, prevent licking surgical onesies for large medium dog shedding suit (x-large (pack of 1), strawberry)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9KGMDF,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9KPQYS,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (2x-large (pack of 1), strawberry)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9KPQYS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9MTSC8,"dog recovery suit after surgery soft long sleeve dog neuter shirt cone alternatives, prevent licking dog surgical onesies for large medium dog shedding suit (5x-large, dinosaur)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9MTSC8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09X9Z8RK9,"recovery suit for dogs after surgery, large medium dog recovery onesie surgical suit for prevent licking cone alternative, soft cotton covers wound body suit for male female dogs(2xl, vest grey)",yeapeeto,REMOVE,,,,,,,,,yeapeeto,,,,REMOVE,B09X9Z8RK9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XB8S5W7,"vitablosom liposomal fisetin 1000mg with quercetin 200mg supplement per serving-antioxidants for women,men,bioavailable polyphenols supplements non-gmo,non-gluten",vitablosom,,,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,vitablosom,fisetin,BEAUTY,1,REMOVE,B09XB8S5W7,mg,UNKNOWN,NOT ORGANIC,quercetin,antioxidants,polyphenols,,,,,,,,,,,,,,,,,,,,,
B09XFK3X45,"trinity vibes 10x cock viper dual motor vibrating silicone cock ring, 10 vibration patterns - black",trinity vibes,REMOVE,,,,,,,,,trinity vibes,,,,REMOVE,B09XFK3X45,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XGD42YT,"kannabu premium hemp oil  complete source of omega 3 6 9 fatty acids, essential amino acids and antioxidants  hemp seeds  vegan, gluten free, kosher & non gmo (1 fl oz - pack of 1)",kannabu,,,,,,,LIQUID,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,kannabu,hemp oil,PAIN & INFLAMMATION,1,REMOVE,B09XGD42YT,OZ,1,NOT ORGANIC,omega 3 6 9 fatty acids,essential amino acids,antioxidants,hemp seeds,,,,,,,,,,,,,,,,,,,,
B09XHW26W3,wjx pro tattoo needles cartridge 5rs 0.3mm (20pcs/box) standard round shader disposable cartridges needle for tattoo artists & enthusiasts precision lining needles,wjx,REMOVE,,,,,,,,,wjx,,,,REMOVE,B09XHW26W3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XKH6L95,weighted nipple clamps non piercing nipple rings papilla straighteners corrector nipple shield nipple clamps adjustable breast clamps for adults jewelry accessories (metal a clamps),smspade,REMOVE,,,,,,,,,smspade,,,,REMOVE,B09XKH6L95,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XM43R7T,"bestch 6v ac adapter for mangroomer lithium max back shaver ultimate pro back shaver with 2 shock absorber flex heads, power hinge, extreme reach handle and power burst charger 6vdc",bestch,REMOVE,,,,,,,,,bestch,,,,REMOVE,B09XM43R7T,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XMR6WZ3,weighted nipple clamps non piercing nipple rings papilla straighteners corrector nipple shield nipple clamps adjustable breast clamps for adults jewelry accessories (a2 clamps),smspade,REMOVE,,,,,,,,,smspade,,,,REMOVE,B09XMR6WZ3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XN9B6KK,thehouseofstauntonpresentstheworld'sgreatestchesssetâ-tripleweighted(black),the house of staunton,REMOVE,,,,,,,,,the house of staunton,,,,REMOVE,B09XN9B6KK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XP8XMG7,"nuun daily: wellness hydration with electrolytes, mixed berry, box of 4 tubes (40 count)",nuun,UNKNOWN,UNKNOWN,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,nuun,electrolytes,ENERGY SUPPORT,4,PRIORITY VMS,B09XP8XMG7,COUNT,40,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09XP962BM,"pedialyte advancedcare plus electrolyte powder, strawberry freeze and berry frost, has preactiv prebiotics, electrolyte drink, 0.6 oz powder packs, 48 count",pedialyte,,,,,,,REMOVE,REMOVE,REMOVE,pedialyte,,UNKNOWN,N/A,REMOVE,B09XP962BM,N/A,N/A,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,
B09XPQB3HC,"hemp gummies delta premium 500 milligram high potency - 25 per fruity gummy bear -stress relief, inflammation, pain, restful sleep (blue razz)",solterra naturals,REMOVE,,,,,,,,,solterra naturals,,,,REMOVE,B09XPQB3HC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XQW8RP5,"sunfura dog recovery suit, surgery recovery suit for female dogs after spay, professional dog surgical onesie with pee hole collar cone alternative for abdominal wounds anti-licking, pink and grey m",sunfura,REMOVE,,,,,,,,,sunfura,,,,REMOVE,B09XQW8RP5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XQX1C4S,"sunfura dog recovery suit, surgery recovery suit for female dogs after spay, professional dog surgical onesie with pee hole collar cone alternative for abdominal wounds anti-licking, pink and grey xxl",sunfura,REMOVE,,,,,,,,,sunfura,,,,REMOVE,B09XQX1C4S,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XTZ1V5Q,yingren penis hip enhancer sponge pad-men sexy swimwear enlarge penis pouch pad swimming brief,yingren,REMOVE,,,,,,,,,yingren,,,,REMOVE,B09XTZ1V5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XV7XJXN,practice skin silicone breast forms prosthetic breast fake boobs breast model for teaching prolactin massage breastfeeding to lactating woman student doctor,exceart,REMOVE,,,,,,,,,exceart,,,,REMOVE,B09XV7XJXN,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XVFFNX7,"joyzan arched acrylic tattoo permanent, 6 holes tattoo ink cup holder tattoo supplies equipment ink holder makeup microblading pigment cup cap stand for professional salon use",joyzan,REMOVE,,,,,,,,,joyzan,,,,REMOVE,B09XVFFNX7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XWRNS4C,"inspired amino fuego - eaa+ thermogenics - for hydration and endurance - northern lights, 30 servings",inspired nutraceuticals,,,,,,,,,,inspired nutraceuticals,,,,,B09XWRNS4C,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XWX5JZW,bimei pocketed swimwear mastectomy swimsuit for silicone breast form breast cancer woman swimwear010,bimei,REMOVE,,,,,,,,,bimei,,,,REMOVE,B09XWX5JZW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XX4DBR1,"good vibes ubtan detan foaming face wash with brush  ubtan glow formula  gently exfoliates, removes tan & impurities  no parabens or sulphates  cleanser for all skin types  3.38 fl oz (100ml)",good vibes,REMOVE,,,,,,,,,good vibes,,,,REMOVE,B09XX4DBR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XX836WS,"orgabay liposomal quercetin phytosome 1600 mg,bromelain 200mg,zinc 30mg,vitamin c turmeric 40 mg,highest absorption,quercetin complex, 120 softgels",orgabay,,,,,,,SOFTGEL,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,orgabay,quercetin,"COUGH, COLD & FLU",1,REMOVE,B09XX836WS,COUNT,120,NOT ORGANIC,bromelain,zinc,vitamin c,turmeric,quercetin complex,,,,,,,,,,,,,,,,,,,
B09XX9P5PN,"orgabay liposomal quercetin phytosome 1600 mg,bromelain 200mg,zinc 30mg,vitamin c turmeric 40 mg,highest absorption,quercetin complex, 60 softgels",orgabay,HERBAL REMEDIES,FORMULAS,,,,,SOFTGEL,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,orgabay,quercetin,"COUGH, COLD & FLU",1,PRIORITY VMS,B09XX9P5PN,COUNT,60,NOT ORGANIC,bromelain,zinc,vitamin c,turmeric,quercetin,,,,,,,,,,,,,,,,,,,
B09XXPH51R,"sus304 stainless steel gua sha facial tool scraping massage tool smooth spa therapy for face, eye, neck (heart shape)",yipiner,REMOVE,,,,,,,,,yipiner,,,,REMOVE,B09XXPH51R,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XXZ3Y93,"curves11/2curlingironâblacktitaniumhaircurlerwithclampforloosewaves,ledheatindicator,dualvoltage,9ftswivelcord,professionalstylingtoolforlonghair",taiff,REMOVE,,,,,,,,,taiff,,,,REMOVE,B09XXZ3Y93,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09XZ2KYPF,"sonew plastic emesis tub emesis basin, vomit basin cup with grip, plastic emesis bowl for elderly bedridden patient (green)",sonew,REMOVE,,,,,,,,,sonew,,,,REMOVE,B09XZ2KYPF,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y14PXZ4,proud to be a lpn pink leopard rainbow stethoscope nurse t-shirt,artist unknown,REMOVE,,,,,,,,,artist unknown,,,,REMOVE,B09Y14PXZ4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y1PVF3L,"essential oil diffuser, ceramic art aromatherapy oil diffuser ultrasonic diffuser with waterless auto shut-off protection, cool mist humidifier for bedroom home, office(white)",mocosa,REMOVE,,,,,,,,,mocosa,,,,REMOVE,B09Y1PVF3L,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y1S16RH,"essential oil diffuser, ceramic art aromatherapy oil diffuser ultrasonic diffuser with waterless auto shut-off protection, cool mist humidifier for bedroom home, office(light blue)",mocosa,REMOVE,,,,,,,,,mocosa,,,,REMOVE,B09Y1S16RH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y2FG548,basic first aid kit in office sign (blue) - large,signs bylita,REMOVE,,,,,,,,,signs bylita,,,,REMOVE,B09Y2FG548,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y58KH2F,"essential oil diffuser,aromatherapy diffuser,ultrasonic cool mist air diffuser,cool mist humidifier aromatherapy diffuser with 7 lighting changing modes, waterless auto shut-off for home(butterfly)",mocosa,REMOVE,,,,,,,,,mocosa,,,,REMOVE,B09Y58KH2F,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y59WRFP,"pinellia dog recovery suit, abdominal wound after surgery wear, prevent licking wounds, e-collar & cone alternatives, long sleeve postoperative shirts dog bodysuit prevent shedding(small, grey)",pinellia,REMOVE,,,,,,,,,pinellia,,,,REMOVE,B09Y59WRFP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y86SL4N,"fyc folding treadmill for home portable electric treadmills running exercise machine compact treadmill foldable for home gym fitness workout jogging walking, white",fyc,REMOVE,,,,,,,,,fyc,,,,REMOVE,B09Y86SL4N,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y8QLP9Y,sagittarius zodiac sign healing stone set with 7 chakra tree of life - horoscope birthstone crystal box set - astrology crystal healing horoscope birthday gift set,karmapledge,,,,,,,REMOVE,REMOVE,REMOVE,karmapledge,value,SLEEP,REMOVE,REMOVE,B09Y8QLP9Y,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09Y8S1FFJ,"suncaraccl 5 pack cute car air fresheners vent clips, lovely couple car freshener clip car diffuser vent clip car decoration, car interior accessories for women & girls",suncaraccl,REMOVE,,,,,,,,,suncaraccl,,,,REMOVE,B09Y8S1FFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y93PH24,"healing crystal bracelet, chakra bracelets for women & men, bracelet for meditation, positive energy & balance, handmade bracelets crystal by karma pledge (black matte with red tiger eye)",karmapledge,,,,,,,REMOVE,REMOVE,REMOVE,karmapledge,value,SLEEP,REMOVE,REMOVE,B09Y93PH24,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09Y94DK61,"purvigor removal ear powder for pets, dog ear cleaner, removes irritation, itching and infection, reduce ear scratching and head shaking, pets ear infection treatment, cleans & remove odors",purvigor,REMOVE,,,,,,,,,purvigor,,,,REMOVE,B09Y94DK61,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09Y9J43VR,"emergency blankets pet aluminized film emergency mylar thermal blankets, designed for camping outdoors(210cm*160cm silver)",alomejor,REMOVE,,,,,,,,,alomejor,,,,REMOVE,B09Y9J43VR,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09YC29RJG,qure power endurance  alkaline hydration mix  energy & endurance athletic performance support  watermelon and kiwi flavor  single serving easy open stick  15 sticks per box,qure,,,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,qure,,UNKNOWN,1,REMOVE,B09YC29RJG,COUNT,15,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09YC4HCM3,ivita one pair ff cup silicone breast form fake boobs for mastectomy prosthesis crossdresser transgender cosplay,ivita,REMOVE,,,,,,,,,ivita,,,,REMOVE,B09YC4HCM3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09YC868FZ,ivita one pair aa cup silicone breast form fake boobs for mastectomy prosthesis crossdresser transgender cosplay,ivita,REMOVE,,,,,,,,,ivita,,,,REMOVE,B09YC868FZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09YC894SB,ivita one piece e cup triangle shape silicone breast forms for mastectomy prosthesis chest bra pad enhancers,ivita,REMOVE,,,,,,,,,ivita,,,,REMOVE,B09YC894SB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09YC9F88X,"medical assistant gifts for women, doctor, nurse gifts ideas, funny nurse gift for essential worker, stethoscope, healthcare worker - eat sleep medical assistant repeat for nursing school student",blue leaves,REMOVE,,,,,,,,,blue leaves,,,,REMOVE,B09YC9F88X,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09YCBM1RJ,"blue leaves medical assistant gifts for women, doctor, nurse gift idea, funny nurse gift for essential worker, stethoscope, healthcare worker - medical assistant graduation retirement birthday gifts",blue leaves,REMOVE,,,,,,,,,blue leaves,,,,REMOVE,B09YCBM1RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
